instance;best_makespan;opt_or_unsat_certified;time
j30t2_13_7.smt;96;yes;15,71
j30t2_13_8.smt;134;yes;16,94
j30t2_13_9.smt;103;yes;19,13
j30t2_1_3.smt;63;yes;0,15
j30t2_14_10.smt;88;yes;12,75
j30t2_14_1.smt;66;yes;11,91
j30t2_14_2.smt;53;yes;3,11
j30t2_14_3.smt;152;yes;11,19
j30t2_14_4.smt;68;yes;1,57
j30t2_14_5.smt;59;yes;2,45
j30t2_14_6.smt;38;yes;2,08
j30t2_14_7.smt;56;yes;7,36
j30t2_14_8.smt;77;yes;18,00
j30t2_14_9.smt;45;yes;3,42
j30t2_1_4.smt;68;yes;0,13
j30t2_15_10.smt;123;yes;2,51
j30t2_15_1.smt;49;yes;1,21
j30t2_15_2.smt;54;yes;0,79
j30t2_15_3.smt;81;yes;1,28
j30t2_15_4.smt;101;yes;3,48
j30t2_15_5.smt;85;yes;2,70
j30t2_15_6.smt;107;yes;13,57
j30t2_15_7.smt;55;yes;0,83
j30t2_15_8.smt;67;yes;3,15
j30t2_15_9.smt;65;yes;7,64
j30t2_1_5.smt;44;yes;0,06
j30t2_16_10.smt;86;yes;3,93
j30t2_16_1.smt;73;yes;1,97
j30t2_16_2.smt;77;yes;1,88
j30t2_16_3.smt;43;yes;14,98
j30t2_16_4.smt;68;yes;1,58
j30t2_16_5.smt;57;yes;2,05
j30t2_16_6.smt;75;yes;18,26
j30t2_16_7.smt;42;yes;2,90
j30t2_16_8.smt;50;yes;1,89
j30t2_16_9.smt;82;yes;3,08
j30t2_1_6.smt;63;yes;0,42
j30t2_17_10.smt;95;yes;0,25
j30t2_17_1.smt;99;yes;0,55
j30t2_17_2.smt;79;yes;0,69
j30t2_17_3.smt;110;yes;0,29
j30t2_17_4.smt;57;yes;0,28
j30t2_17_5.smt;58;yes;0,30
j30t2_17_6.smt;126;yes;0,17
j30t2_17_7.smt;94;yes;0,35
j30t2_17_8.smt;69;yes;0,15
j30t2_17_9.smt;75;yes;0,11
j30t2_1_7.smt;103;yes;0,12
j30t2_18_10.smt;81;yes;0,11
j30t2_18_1.smt;62;yes;0,19
j30t2_18_2.smt;99;yes;0,65
j30t2_18_3.smt;72;yes;0,49
j30t2_18_4.smt;75;yes;0,07
j30t2_18_5.smt;95;yes;0,14
j30t2_18_6.smt;87;yes;0,38
j30t2_18_7.smt;53;yes;0,10
j30t2_18_8.smt;70;yes;0,73
j30t2_18_9.smt;74;yes;0,47
j30t2_1_8.smt;73;yes;0,48
j30t2_19_10.smt;75;yes;1,06
j30t2_19_1.smt;61;yes;0,08
j30t2_19_2.smt;101;yes;1,05
j30t2_19_3.smt;161;yes;2,11
j30t2_19_4.smt;48;yes;0,07
j30t2_19_5.smt;83;yes;0,32
j30t2_19_6.smt;79;yes;0,12
j30t2_19_7.smt;89;yes;0,14
j30t2_19_8.smt;82;yes;1,85
j30t2_19_9.smt;54;yes;0,13
j30t2_1_9.smt;48;yes;0,12
j30t2_20_10.smt;37;yes;0,00
j30t2_20_1.smt;95;yes;0,26
j30t2_20_2.smt;122;yes;0,59
j30t2_20_3.smt;55;yes;0,21
j30t2_20_4.smt;100;yes;0,20
j30t2_20_5.smt;66;yes;0,08
j30t2_20_6.smt;67;yes;0,75
j30t2_20_7.smt;52;yes;0,14
j30t2_20_8.smt;93;yes;0,12
j30t2_20_9.smt;59;yes;0,07
j30t2_2_10.smt;54;yes;0,23
j30t2_21_10.smt;79;yes;0,53
j30t2_21_1.smt;95;yes;1,57
j30t2_21_2.smt;60;yes;0,97
j30t2_21_3.smt;101;yes;1,16
j30t2_21_4.smt;84;yes;0,59
j30t2_21_5.smt;75;yes;0,41
j30t2_21_6.smt;96;yes;1,30
j30t2_21_7.smt;83;yes;2,23
j30t2_21_8.smt;79;yes;0,85
j30t2_21_9.smt;83;yes;3,53
j30t2_2_1.smt;52;yes;0,18
j30t2_22_10.smt;108;yes;1,84
j30t2_22_1.smt;77;yes;0,41
j30t2_22_2.smt;55;yes;0,25
j30t2_22_3.smt;92;yes;0,81
j30t2_22_4.smt;66;yes;3,29
j30t2_22_5.smt;79;yes;0,72
j30t2_22_6.smt;88;yes;4,32
j30t2_22_7.smt;59;yes;0,51
j30t2_22_8.smt;101;yes;0,53
j30t2_22_9.smt;112;yes;1,45
j30t2_2_2.smt;78;yes;0,42
j30t2_23_10.smt;87;yes;0,32
j30t2_23_1.smt;91;yes;1,38
j30t2_23_2.smt;62;yes;0,60
j30t2_23_3.smt;70;yes;0,78
j30t2_23_4.smt;92;yes;0,76
j30t2_23_5.smt;87;yes;1,16
j30t2_23_6.smt;48;yes;0,13
j30t2_23_7.smt;64;yes;0,12
j30t2_23_8.smt;70;yes;0,30
j30t2_23_9.smt;102;yes;1,37
j30t2_2_3.smt;47;yes;0,05
j30t2_24_10.smt;79;yes;0,68
j30t2_24_1.smt;65;yes;2,80
j30t2_24_2.smt;94;yes;1,30
j30t2_24_3.smt;136;yes;9,21
j30t2_24_4.smt;59;yes;0,32
j30t2_24_5.smt;54;yes;0,20
j30t2_24_6.smt;76;yes;1,13
j30t2_24_7.smt;53;yes;0,22
j30t2_24_8.smt;66;yes;0,71
j30t2_24_9.smt;62;yes;0,62
j30t2_2_4.smt;79;yes;0,42
j30t2_25_10.smt;80;yes;1,31
j30t2_25_1.smt;126;yes;2,22
j30t2_25_2.smt;110;yes;2,53
j30t2_25_3.smt;101;yes;5,46
j30t2_25_4.smt;104;yes;2,96
j30t2_25_5.smt;81;yes;2,94
j30t2_25_6.smt;90;yes;4,54
j30t2_25_7.smt;123;yes;6,92
j30t2_25_8.smt;76;yes;1,93
j30t2_25_9.smt;91;yes;1,68
j30t2_2_5.smt;90;yes;0,84
j30t2_26_10.smt;68;yes;1,50
